assessment_id,enrollment_id,assessment_type,assessment_score,assessment_date
14966,9194,Post,40,2024-10-23
14967,9195,Pre,68,2024-09-13
14968,9195,Post,73,2024-09-26
14969,9196,Pre,62,2026-08-15
14970,9196,Post,70,2026-09-07
14971,9197,Pre,85,2026-01-31
14972,9197,Post,91,2026-02-25
14973,9198,Pre,75,2025-08-22
14974,9198,Post,82,2025-09-22
14975,9199,Pre,61,2024-02-27
14976,9199,Post,65,2024-03-11
14977,9200,Pre,38,2026-01-29
14978,9200,Post,45,2026-02-25
14979,9201,Pre,37,2025-04-29
14980,9201,Post,48,2025-05-07
14981,9202,Pre,64,2025-09-17
14982,9204,Pre,54,2025-08-24
14983,9205,Pre,36,2024-07-22
14984,9205,Post,49,2024-07-29
14985,9206,Pre,60,2025-02-28
14986,9206,Post,75,2025-03-06
14987,9207,Pre,62,2024-11-25
14988,9207,Post,63,2024-12-06
14989,9208,Pre,64,2026-04-17
14990,9208,Post,76,2026-05-13
14991,9209,Pre,76,2024-10-01
14992,9210,Pre,68,2024-10-28
14993,9210,Post,69,2024-11-13
14994,9211,Pre,60,2025-08-22
14995,9211,Post,79,2025-09-13
14996,9212,Pre,56,2026-01-19
14997,9212,Post,66,2026-01-31
14998,9213,Pre,25,2025-09-11
14999,9213,Post,36,2025-09-18
15000,9214,Pre,61,2025-06-04
15001,9214,Post,82,2025-06-16
15002,9215,Pre,37,2024-06-24
15003,9215,Post,43,2024-07-04
15004,9216,Pre,46,2024-03-20
15005,9216,Post,50,2024-03-31
15006,9217,Pre,61,2024-05-29
15007,9217,Post,76,2024-06-23
15008,9218,Pre,58,2024-09-09
15009,9218,Post,70,2024-09-13
15010,9219,Pre,48,2026-03-20
15011,9220,Pre,44,2024-03-29
15012,9220,Post,47,2024-04-11
15013,9221,Pre,51,2024-06-12
15014,9221,Post,77,2024-06-27
15015,9222,Pre,69,2026-04-17
15016,9222,Post,77,2026-04-29
15017,9223,Pre,51,2025-05-26
15018,9223,Post,56,2025-06-05
15019,9224,Pre,39,2024-10-16
15020,9224,Post,44,2024-10-25
15021,9225,Pre,51,2024-07-18
15022,9225,Post,68,2024-07-31
15023,9226,Pre,58,2024-04-25
15024,9226,Post,67,2024-05-21
15025,9227,Pre,54,2025-02-02
15026,9227,Post,62,2025-02-26
15027,9228,Pre,75,2024-01-25
15028,9228,Post,77,2024-01-30
15029,9229,Pre,64,2025-03-03
15030,9229,Post,70,2025-03-08
15031,9230,Pre,56,2026-04-11
15032,9230,Post,70,2026-04-30
15033,9231,Pre,63,2025-12-09
15034,9231,Post,76,2025-12-14
15035,9232,Pre,68,2024-01-06
15036,9232,Post,85,2024-01-27
15037,9233,Pre,64,2024-08-15
15038,9233,Post,90,2024-08-24
15039,9234,Pre,57,2024-04-24
15040,9234,Post,75,2024-05-15
15041,9235,Pre,63,2024-06-29
15042,9235,Post,74,2024-07-22
15043,9236,Pre,51,2025-10-08
15044,9236,Post,58,2025-10-25
15045,9237,Pre,75,2025-09-29
15046,9237,Post,88,2025-10-23
15047,9238,Pre,81,2025-05-25
15048,9239,Pre,55,2025-09-17
15049,9239,Post,57,2025-10-12
15050,9241,Pre,58,2024-08-07
15051,9241,Post,62,2024-08-18
15052,9242,Pre,59,2024-06-27
15053,9243,Pre,84,2025-09-23
15054,9244,Pre,32,2025-10-07
15055,9245,Pre,62,2025-11-11
15056,9245,Post,63,2025-12-01
15057,9246,Pre,72,2026-02-08
15058,9246,Post,85,2026-03-01
15059,9247,Pre,60,2024-09-26
15060,9247,Post,73,2024-10-07
15061,9248,Pre,44,2024-06-30
15062,9248,Post,61,2024-07-13
15063,9249,Pre,57,2026-04-28
15064,9249,Post,64,2026-05-19
15065,9250,Pre,43,2024-05-19
15066,9250,Post,51,2024-05-31
15067,9251,Pre,53,2025-12-21
15068,9251,Post,72,2026-01-11
15069,9252,Pre,61,2024-05-31
15070,9252,Post,75,2024-06-22
15071,9253,Pre,76,2024-11-23
15072,9253,Post,83,2024-12-03
15073,9254,Pre,52,2025-08-15
15074,9254,Post,64,2025-08-25
15075,9255,Pre,42,2025-03-29
15076,9255,Post,45,2025-04-03
15077,9256,Pre,80,2025-02-08
15078,9256,Post,84,2025-03-07
15079,9257,Pre,59,2025-03-08
15080,9257,Post,69,2025-03-28
15081,9258,Pre,44,2024-10-30
15082,9259,Pre,37,2024-04-18
15083,9259,Post,53,2024-05-11
15084,9260,Pre,56,2026-01-08
15085,9260,Post,70,2026-02-04
15086,9261,Pre,57,2025-04-20
15087,9261,Post,55,2025-05-01
15088,9265,Pre,56,2025-04-09
15089,9265,Post,65,2025-05-07
15090,9266,Pre,53,2025-12-27
15091,9266,Post,80,2026-01-14
15092,9267,Pre,67,2026-08-06
15093,9267,Post,93,2026-08-12
15094,9268,Pre,51,2024-08-10
15095,9268,Post,56,2024-09-05
15096,9270,Pre,74,2025-01-22
15097,9270,Post,92,2025-02-22
15098,9271,Pre,51,2026-06-13
15099,9271,Post,60,2026-07-06
15100,9272,Pre,63,2025-08-17
15101,9272,Post,73,2025-09-07
15102,9273,Pre,49,2025-02-26
15103,9273,Post,59,2025-03-13
15104,9274,Pre,45,2024-05-21
15105,9274,Post,55,2024-06-04
15106,9276,Pre,68,2026-05-17
15107,9276,Post,73,2026-06-06
15108,9277,Pre,64,2024-10-02
15109,9277,Post,76,2024-10-29
15110,9278,Pre,50,2024-10-30
15111,9278,Post,52,2024-11-14
15112,9279,Pre,36,2024-05-02
15113,9279,Post,49,2024-05-21
15114,9280,Pre,56,2026-07-11
15115,9280,Post,63,2026-07-21
15116,9281,Pre,39,2024-07-09
15117,9281,Post,54,2024-07-23
15118,9282,Pre,57,2026-04-09
15119,9282,Post,66,2026-05-02
15120,9283,Pre,45,2025-06-09
15121,9283,Post,61,2025-07-06
15122,9284,Pre,63,2025-08-13
15123,9284,Post,69,2025-08-26
15124,9285,Pre,55,2024-04-16
15125,9285,Post,57,2024-04-24
15126,9287,Pre,64,2025-07-26
15127,9287,Post,74,2025-08-18
15128,9288,Pre,53,2024-06-21
15129,9288,Post,67,2024-06-29
15130,9290,Pre,72,2024-11-21
15131,9290,Post,86,2024-12-16
15132,9291,Pre,61,2025-12-26
15133,9291,Post,79,2026-01-05
15134,9292,Pre,44,2024-03-20
15135,9292,Post,52,2024-04-15
15136,9293,Pre,47,2025-01-24
15137,9293,Post,55,2025-02-26
15138,9294,Pre,48,2024-09-24
15139,9294,Post,52,2024-10-03
15140,9295,Pre,71,2024-09-23
15141,9296,Pre,77,2025-10-16
15142,9296,Post,86,2025-10-28
15143,9297,Pre,79,2025-05-11
15144,9298,Pre,64,2024-05-24
15145,9298,Post,66,2024-06-01
15146,9299,Pre,69,2025-07-06
15147,9299,Post,81,2025-07-31
15148,9300,Pre,51,2024-09-17
15149,9300,Post,58,2024-10-06
15150,9301,Pre,56,2026-08-09
15151,9301,Post,71,2026-08-26
15152,9302,Pre,50,2025-11-21
15153,9302,Post,59,2025-12-14
15154,9303,Pre,63,2024-04-12
15155,9304,Pre,51,2024-03-28
15156,9304,Post,63,2024-04-07
15157,9305,Pre,70,2025-09-03
15158,9305,Post,77,2025-09-08
15159,9306,Pre,52,2024-09-11
15160,9307,Pre,76,2024-08-10
15161,9308,Pre,51,2026-03-16
15162,9308,Post,50,2026-04-03
15163,9309,Pre,75,2025-01-30
15164,9309,Post,87,2025-02-08
15165,9310,Pre,51,2024-11-22
15166,9310,Post,67,2024-12-06
15167,9311,Pre,54,2025-05-10
15168,9312,Pre,59,2024-08-30
15169,9312,Post,64,2024-09-07
15170,9313,Pre,56,2024-09-22
15171,9313,Post,71,2024-10-09
15172,9314,Pre,41,2026-05-24
15173,9314,Post,55,2026-06-07
15174,9315,Pre,52,2024-04-20
15175,9315,Post,68,2024-05-14
15176,9316,Pre,58,2024-11-05
15177,9317,Pre,55,2025-09-28
15178,9318,Pre,71,2025-03-12
15179,9318,Post,74,2025-03-19
15180,9319,Pre,46,2024-04-01
15181,9319,Post,61,2024-04-14
15182,9320,Pre,29,2025-09-22
15183,9321,Pre,68,2026-06-29
15184,9321,Post,81,2026-07-24
15185,9324,Pre,61,2026-06-23
15186,9324,Post,74,2026-06-29
15187,9326,Pre,59,2024-11-30
15188,9327,Pre,53,2024-04-15
15189,9327,Post,65,2024-04-29
15190,9328,Pre,43,2026-05-15
15191,9329,Pre,68,2024-08-20
15192,9329,Post,92,2024-09-08
15193,9330,Pre,58,2025-05-03
15194,9330,Post,79,2025-05-19
15195,9331,Pre,37,2025-08-26
15196,9331,Post,47,2025-09-17
15197,9332,Pre,56,2024-05-12
15198,9332,Post,69,2024-06-12
15199,9333,Pre,65,2024-12-27
15200,9333,Post,90,2025-01-17
15201,9334,Pre,61,2024-08-11
15202,9334,Post,72,2024-09-06
15203,9335,Pre,67,2026-02-12
15204,9335,Post,81,2026-02-24
15205,9336,Pre,63,2024-06-01
15206,9336,Post,71,2024-06-16
15207,9337,Pre,53,2026-07-04
15208,9338,Pre,68,2025-01-02
15209,9338,Post,89,2025-01-31
15210,9339,Pre,62,2025-08-15
15211,9339,Post,66,2025-09-09
15212,9340,Pre,66,2025-04-22
15213,9340,Post,77,2025-05-10
15214,9341,Pre,60,2025-02-05
15215,9341,Post,67,2025-03-02
15216,9342,Pre,42,2024-12-08
15217,9342,Post,55,2025-01-05
15218,9343,Pre,76,2025-12-09
15219,9343,Post,87,2025-12-29
15220,9344,Pre,58,2025-05-24
15221,9344,Post,83,2025-06-19
15222,9345,Pre,73,2026-04-07
15223,9345,Post,99,2026-04-23
15224,9346,Pre,76,2025-09-03
15225,9347,Pre,79,2025-09-12
15226,9347,Post,84,2025-09-25
15227,9348,Pre,41,2025-11-12
15228,9348,Post,55,2025-12-09
15229,9349,Pre,74,2025-11-04
15230,9349,Post,92,2025-11-16
15231,9350,Pre,62,2026-03-11
15232,9351,Pre,83,2025-04-17
15233,9351,Post,95,2025-05-07
15234,9352,Pre,59,2025-10-04
15235,9352,Post,72,2025-10-23
15236,9353,Pre,88,2026-05-02
15237,9354,Pre,62,2024-03-28
15238,9354,Post,63,2024-04-17
15239,9355,Pre,72,2024-06-11
15240,9356,Pre,52,2026-01-09
15241,9357,Pre,39,2025-02-15
15242,9357,Post,53,2025-03-05
15243,9358,Pre,71,2024-05-26
15244,9358,Post,72,2024-06-11
15245,9359,Pre,74,2024-11-12
15246,9359,Post,83,2024-12-12
15247,9360,Pre,62,2025-11-16
15248,9360,Post,76,2025-12-12
15249,9361,Pre,77,2026-08-08
15250,9362,Pre,52,2026-08-01
15251,9362,Post,63,2026-08-19
15252,9363,Pre,66,2026-04-13
15253,9363,Post,70,2026-05-04
15254,9364,Pre,40,2026-06-21
15255,9364,Post,52,2026-07-18
15256,9365,Pre,60,2024-03-19
15257,9365,Post,78,2024-03-23
15258,9366,Pre,49,2025-12-21
15259,9366,Post,65,2026-01-20
15260,9367,Pre,55,2024-04-10
15261,9367,Post,66,2024-04-21
15262,9369,Pre,60,2026-04-04
15263,9369,Post,81,2026-04-20
15264,9370,Pre,45,2024-05-01
15265,9370,Post,61,2024-05-11
15266,9371,Pre,59,2024-06-05
15267,9371,Post,75,2024-06-17
15268,9372,Pre,64,2026-04-22
15269,9372,Post,63,2026-05-20
15270,9373,Pre,70,2024-01-30
15271,9373,Post,78,2024-02-25
15272,9374,Pre,88,2024-03-06
15273,9375,Pre,66,2024-09-19
15274,9376,Pre,54,2024-06-29
15275,9376,Post,67,2024-07-05
15276,9377,Pre,52,2025-01-14
15277,9377,Post,60,2025-01-28
15278,9378,Pre,52,2025-12-11
15279,9378,Post,62,2025-12-23
15280,9379,Pre,64,2025-05-21
15281,9379,Post,78,2025-06-14
15282,9381,Pre,50,2026-04-24
15283,9381,Post,64,2026-05-05
15284,9382,Pre,64,2024-09-08
15285,9384,Pre,72,2025-02-28
15286,9384,Post,80,2025-03-24
15287,9385,Pre,56,2025-12-31
15288,9385,Post,70,2026-01-14
15289,9386,Pre,57,2024-05-21
15290,9386,Post,72,2024-06-04
15291,9387,Pre,61,2026-03-24
15292,9387,Post,76,2026-04-24
15293,9388,Pre,74,2025-11-08
15294,9389,Pre,50,2024-02-12
15295,9389,Post,59,2024-03-09
15296,9391,Pre,40,2025-05-11
15297,9391,Post,46,2025-06-05
15298,9392,Pre,65,2024-07-18
15299,9392,Post,78,2024-08-14
15300,9393,Pre,49,2026-08-15
15301,9394,Pre,48,2026-02-15
15302,9394,Post,70,2026-03-09
15303,9395,Pre,45,2026-04-17
15304,9395,Post,59,2026-04-23
15305,9396,Pre,58,2024-06-12
15306,9396,Post,76,2024-06-30
15307,9397,Pre,41,2025-03-20
15308,9397,Post,57,2025-04-13
15309,9398,Pre,65,2024-03-09
15310,9398,Post,72,2024-03-23
15311,9399,Pre,69,2025-11-12
15312,9399,Post,73,2025-12-06
15313,9400,Pre,67,2026-04-23
15314,9400,Post,81,2026-05-24
15315,9402,Pre,56,2025-07-24
15316,9402,Post,57,2025-08-07
15317,9403,Pre,53,2026-07-20
15318,9403,Post,64,2026-08-16
15319,9404,Pre,74,2025-11-17
15320,9405,Pre,67,2024-11-20
15321,9405,Post,74,2024-12-06
15322,9406,Pre,57,2025-11-06
15323,9406,Post,64,2025-11-13
15324,9407,Pre,68,2024-07-12
15325,9407,Post,87,2024-08-10
15326,9408,Pre,69,2025-06-19
15327,9408,Post,80,2025-07-13
15328,9409,Pre,47,2024-06-15
15329,9409,Post,63,2024-06-21
15330,9410,Pre,70,2025-05-29
15331,9410,Post,92,2025-06-23
15332,9411,Pre,57,2024-03-13
15333,9411,Post,74,2024-04-01
15334,9412,Pre,58,2024-11-24
15335,9412,Post,72,2024-12-03
15336,9413,Pre,56,2025-11-01
15337,9413,Post,73,2025-11-27
15338,9414,Pre,66,2024-05-21
15339,9414,Post,73,2024-06-10
15340,9415,Pre,50,2024-12-14
15341,9415,Post,69,2025-01-10
15342,9416,Pre,44,2026-05-01
15343,9416,Post,54,2026-05-15
15344,9417,Pre,72,2024-08-19
15345,9417,Post,90,2024-09-09
15346,9419,Pre,71,2025-07-07
15347,9419,Post,83,2025-07-19
15348,9420,Pre,67,2025-02-02
15349,9420,Post,93,2025-02-27
15350,9422,Pre,44,2026-01-11
15351,9422,Post,43,2026-01-19
15352,9424,Pre,50,2026-07-14
15353,9424,Post,66,2026-08-14
15354,9425,Pre,54,2024-11-13
15355,9425,Post,68,2024-11-28
15356,9426,Pre,74,2025-05-18
15357,9426,Post,86,2025-05-24
15358,9427,Pre,47,2025-01-10
15359,9427,Post,68,2025-02-07
15360,9429,Pre,40,2025-11-25
15361,9429,Post,51,2025-11-30
15362,9430,Pre,41,2025-04-12
15363,9430,Post,51,2025-05-06
15364,9431,Pre,73,2026-03-07
15365,9431,Post,87,2026-04-02
15366,9432,Pre,72,2025-06-26
15367,9432,Post,74,2025-06-30
15368,9433,Pre,67,2024-08-01
15369,9433,Post,72,2024-08-25
15370,9434,Pre,61,2024-02-23
15371,9434,Post,75,2024-03-19
15372,9435,Pre,51,2024-03-10
15373,9435,Post,54,2024-03-18
15374,9436,Pre,58,2025-09-03
15375,9436,Post,72,2025-09-29
15376,9437,Pre,81,2025-04-03
15377,9437,Post,77,2025-04-21
15378,9438,Pre,58,2024-06-08
15379,9438,Post,59,2024-06-24
15380,9439,Pre,72,2025-05-20
15381,9440,Pre,52,2026-08-12
15382,9440,Post,56,2026-08-26
15383,9441,Pre,66,2026-03-26
15384,9441,Post,80,2026-04-12
15385,9442,Pre,66,2025-03-15
15386,9442,Post,81,2025-04-05
15387,9443,Pre,50,2024-04-30
15388,9444,Pre,53,2024-06-13
15389,9444,Post,71,2024-06-25
15390,9446,Pre,75,2025-10-16
15391,9446,Post,83,2025-10-30
15392,9447,Pre,55,2024-12-24
15393,9447,Post,65,2024-12-31
15394,9449,Pre,67,2024-02-03
15395,9449,Post,85,2024-03-02
15396,9450,Pre,77,2024-10-31
15397,9450,Post,94,2024-11-15
15398,9452,Pre,55,2026-02-12
15399,9452,Post,76,2026-03-06
15400,9453,Pre,63,2026-04-22
15401,9453,Post,80,2026-05-10
15402,9454,Pre,32,2025-06-04
15403,9454,Post,56,2025-06-23
15404,9455,Pre,68,2025-05-24
15405,9455,Post,86,2025-06-16
15406,9456,Pre,58,2024-11-27
15407,9456,Post,70,2024-12-14
15408,9457,Pre,47,2024-04-30
15409,9457,Post,45,2024-05-17
15410,9458,Pre,54,2025-02-09
15411,9458,Post,66,2025-03-09
15412,9459,Pre,52,2026-08-03
15413,9459,Post,64,2026-08-17
15414,9460,Pre,78,2025-08-22
15415,9460,Post,97,2025-09-11
15416,9461,Pre,42,2026-05-13
15417,9461,Post,54,2026-06-04
15418,9462,Pre,66,2026-06-12
15419,9462,Post,85,2026-06-26
15420,9463,Pre,50,2025-05-26
15421,9463,Post,53,2025-05-29
15422,9464,Pre,64,2024-02-18
15423,9465,Pre,70,2025-02-21
15424,9466,Pre,50,2025-02-03
15425,9466,Post,55,2025-02-27
15426,9467,Pre,40,2024-07-06
15427,9467,Post,47,2024-07-14
15428,9468,Pre,65,2025-03-03
15429,9468,Post,88,2025-03-23
15430,9469,Pre,45,2026-03-28
15431,9469,Post,66,2026-04-08
15432,9470,Pre,72,2024-06-10
15433,9470,Post,83,2024-06-20
15434,9471,Pre,49,2026-03-05
15435,9473,Pre,50,2025-12-17
15436,9474,Pre,38,2026-07-08
15437,9474,Post,53,2026-07-20
15438,9475,Pre,54,2024-04-08
15439,9476,Pre,66,2024-09-26
15440,9476,Post,78,2024-10-15
15441,9477,Pre,67,2025-11-17
15442,9477,Post,90,2025-12-18
15443,9478,Pre,54,2024-10-09
15444,9478,Post,61,2024-11-05
15445,9481,Pre,56,2026-06-03
15446,9481,Post,80,2026-06-26
15447,9482,Pre,53,2025-09-09
15448,9482,Post,63,2025-10-08
15449,9483,Pre,67,2024-12-21
15450,9483,Post,73,2025-01-05
15451,9484,Pre,47,2025-10-25
15452,9484,Post,56,2025-11-12
15453,9485,Pre,78,2026-01-02
15454,9485,Post,82,2026-01-29
15455,9486,Pre,76,2024-01-08
15456,9486,Post,95,2024-01-17
15457,9487,Pre,63,2025-05-23
15458,9487,Post,67,2025-06-19
15459,9488,Pre,55,2026-02-23
15460,9488,Post,68,2026-03-02
15461,9489,Pre,74,2025-03-09
15462,9489,Post,91,2025-03-24
15463,9490,Pre,60,2025-07-09
15464,9490,Post,73,2025-07-18
15465,9491,Pre,56,2024-11-18
15466,9491,Post,71,2024-11-29
15467,9492,Pre,45,2024-11-25
15468,9492,Post,57,2024-12-10
15469,9493,Pre,53,2025-09-25
15470,9493,Post,69,2025-10-21
15471,9494,Pre,62,2024-01-29
15472,9495,Pre,56,2025-01-10
15473,9496,Pre,61,2025-11-19
15474,9497,Pre,82,2024-10-06
15475,9497,Post,93,2024-10-11
15476,9498,Pre,40,2024-01-18
15477,9498,Post,55,2024-02-02
15478,9499,Pre,50,2025-06-10
15479,9499,Post,68,2025-07-10
15480,9500,Pre,73,2024-11-24
15481,9500,Post,69,2024-11-27
15482,9501,Pre,46,2025-03-29
15483,9501,Post,58,2025-04-13
15484,9502,Pre,48,2024-11-14
15485,9502,Post,59,2024-11-22
15486,9503,Pre,60,2024-07-28
15487,9503,Post,87,2024-08-19
15488,9505,Pre,56,2026-03-13
15489,9505,Post,66,2026-03-30
15490,9506,Pre,55,2026-05-28
15491,9506,Post,68,2026-06-01
15492,9507,Pre,71,2025-08-24
15493,9507,Post,76,2025-09-05
15494,9508,Pre,73,2024-04-12
15495,9508,Post,85,2024-05-05
15496,9509,Pre,46,2025-07-23
15497,9509,Post,61,2025-08-17
15498,9510,Pre,50,2026-03-14
15499,9510,Post,63,2026-03-28
15500,9511,Pre,39,2025-05-11
15501,9511,Post,47,2025-05-14
15502,9512,Pre,51,2025-09-26
15503,9513,Pre,47,2025-09-05
15504,9514,Pre,56,2025-02-01
15505,9514,Post,68,2025-03-01
15506,9515,Pre,58,2024-01-30
15507,9515,Post,84,2024-02-05
15508,9516,Pre,83,2024-07-01
15509,9516,Post,85,2024-07-09
15510,9517,Pre,78,2025-12-29
15511,9517,Post,88,2026-01-06
15512,9518,Pre,76,2026-08-03
15513,9518,Post,91,2026-08-17
15514,9519,Pre,66,2025-12-26
15515,9520,Pre,56,2026-03-10
15516,9520,Post,63,2026-04-11
15517,9521,Pre,61,2026-06-20
15518,9521,Post,71,2026-07-06
15519,9522,Pre,51,2025-03-09
15520,9522,Post,56,2025-03-29
15521,9523,Pre,44,2025-06-08
15522,9523,Post,51,2025-06-19
15523,9524,Pre,46,2024-09-05
15524,9525,Pre,49,2025-12-24
15525,9525,Post,67,2025-12-28
15526,9526,Pre,71,2024-03-31
15527,9526,Post,75,2024-04-24
15528,9527,Pre,60,2025-11-28
15529,9527,Post,74,2025-12-27
15530,9528,Pre,63,2025-04-29
15531,9528,Post,83,2025-05-27
15532,9529,Pre,70,2024-07-25
15533,9529,Post,69,2024-08-07
15534,9530,Pre,78,2025-10-06
15535,9532,Pre,52,2025-05-30
15536,9532,Post,57,2025-06-24
15537,9533,Pre,70,2026-02-02
15538,9533,Post,88,2026-03-05
15539,9534,Pre,62,2024-02-11
15540,9536,Pre,53,2026-04-30
15541,9536,Post,52,2026-05-10
15542,9537,Pre,48,2024-11-08
15543,9537,Post,53,2024-11-19
15544,9538,Pre,60,2024-09-01
15545,9539,Pre,57,2025-06-11
15546,9540,Pre,51,2025-03-01
15547,9541,Pre,76,2024-04-24
15548,9542,Pre,59,2024-05-24
15549,9542,Post,68,2024-06-09
15550,9543,Pre,54,2024-01-16
15551,9543,Post,64,2024-02-09
15552,9544,Pre,70,2024-06-17
15553,9544,Post,72,2024-07-15
15554,9545,Pre,34,2025-12-24
15555,9545,Post,47,2026-01-22
15556,9546,Pre,66,2024-08-16
15557,9547,Pre,45,2025-05-21
15558,9547,Post,55,2025-06-08
15559,9549,Pre,72,2024-12-15
15560,9550,Pre,61,2024-12-06
15561,9550,Post,71,2024-12-30
15562,9551,Pre,50,2024-08-16
15563,9551,Post,62,2024-08-31
15564,9552,Pre,67,2025-02-22
15565,9552,Post,84,2025-03-28
15566,9554,Pre,44,2026-08-07
15567,9554,Post,58,2026-09-01
15568,9555,Pre,37,2024-10-21
15569,9555,Post,37,2024-10-26
15570,9556,Pre,71,2025-04-07
15571,9556,Post,83,2025-04-12
15572,9557,Pre,73,2025-06-10
15573,9557,Post,92,2025-06-19
15574,9558,Pre,49,2024-01-11
15575,9558,Post,64,2024-02-10
15576,9559,Pre,55,2024-10-18
15577,9559,Post,69,2024-11-11
15578,9560,Pre,55,2024-08-06
15579,9560,Post,58,2024-08-30
15580,9561,Pre,57,2025-12-13
15581,9561,Post,74,2026-01-15
15582,9562,Pre,57,2026-05-24
15583,9562,Post,68,2026-06-08
15584,9563,Pre,66,2025-09-12
15585,9563,Post,71,2025-10-10
15586,9564,Pre,34,2024-11-30
15587,9564,Post,48,2024-12-11
15588,9565,Pre,47,2026-05-12
15589,9567,Pre,70,2025-11-15
15590,9568,Pre,75,2025-08-31
15591,9568,Post,93,2025-09-16
15592,9569,Pre,72,2024-05-30
15593,9569,Post,78,2024-06-27
15594,9570,Pre,63,2024-09-13
15595,9571,Pre,49,2025-11-26
15596,9571,Post,56,2025-12-10
15597,9572,Pre,53,2024-09-20
15598,9572,Post,66,2024-10-05
15599,9573,Pre,30,2024-04-13
15600,9574,Pre,63,2025-03-06
15601,9574,Post,74,2025-03-23
15602,9576,Pre,57,2024-11-20
15603,9576,Post,70,2024-12-11
15604,9578,Pre,59,2026-06-04
15605,9578,Post,69,2026-06-25
15606,9579,Pre,54,2024-01-26
15607,9579,Post,70,2024-02-04
15608,9580,Pre,63,2024-10-27
15609,9580,Post,65,2024-11-05
15610,9581,Pre,67,2024-08-17
15611,9582,Pre,86,2025-05-26
15612,9582,Post,95,2025-06-16
15613,9583,Pre,61,2025-05-14
15614,9583,Post,72,2025-05-23
15615,9584,Pre,72,2025-03-27
15616,9585,Pre,40,2024-06-04
15617,9585,Post,47,2024-06-13
15618,9587,Pre,65,2026-05-22
15619,9587,Post,68,2026-06-02
15620,9588,Pre,51,2024-07-09
15621,9588,Post,58,2024-07-20
15622,9590,Pre,51,2025-03-31
15623,9590,Post,68,2025-04-08
15624,9591,Pre,57,2024-08-09
15625,9592,Pre,50,2024-02-23
15626,9593,Pre,65,2025-09-02
15627,9594,Pre,60,2025-10-04
15628,9594,Post,77,2025-10-22
15629,9596,Pre,71,2024-01-01
15630,9596,Post,76,2024-01-27
15631,9597,Pre,27,2025-04-16
15632,9597,Post,42,2025-05-09
15633,9598,Pre,42,2026-03-15
15634,9599,Pre,49,2024-08-19
15635,9599,Post,59,2024-08-25
15636,9601,Pre,65,2024-04-12
15637,9602,Pre,50,2026-02-22
15638,9602,Post,74,2026-03-21
15639,9603,Pre,65,2025-12-28
15640,9603,Post,75,2026-01-17
15641,9605,Pre,72,2025-07-28
15642,9605,Post,74,2025-08-24
15643,9606,Pre,69,2024-05-18
15644,9607,Pre,51,2024-07-13
15645,9607,Post,61,2024-08-04
15646,9608,Pre,65,2024-11-22
15647,9608,Post,75,2024-12-22
15648,9609,Pre,50,2024-10-17
15649,9609,Post,59,2024-11-08
15650,9610,Pre,52,2025-09-02
15651,9610,Post,74,2025-10-02
15652,9612,Pre,69,2024-08-08
15653,9612,Post,70,2024-08-18
15654,9613,Pre,56,2026-04-27
15655,9613,Post,70,2026-05-29
15656,9614,Pre,74,2026-06-05
15657,9614,Post,87,2026-07-01
15658,9615,Pre,54,2026-02-20
15659,9615,Post,64,2026-03-01
15660,9616,Pre,56,2024-05-16
15661,9616,Post,66,2024-06-04
15662,9617,Pre,50,2025-11-02
15663,9618,Pre,67,2024-06-23
15664,9618,Post,82,2024-07-16
15665,9619,Pre,74,2025-08-09
15666,9620,Pre,77,2026-07-06
15667,9620,Post,94,2026-07-15
15668,9621,Pre,42,2026-04-10
15669,9621,Post,61,2026-05-02
15670,9622,Pre,80,2024-03-20
15671,9622,Post,95,2024-03-31
15672,9623,Pre,50,2025-05-30
15673,9624,Pre,46,2026-02-22
15674,9624,Post,52,2026-03-14
15675,9625,Pre,66,2025-01-03
15676,9625,Post,82,2025-01-09
15677,9626,Pre,46,2025-08-19
15678,9626,Post,58,2025-08-25
15679,9627,Pre,56,2026-07-16
15680,9627,Post,70,2026-07-24
15681,9628,Pre,59,2025-08-02
15682,9628,Post,74,2025-08-20
15683,9629,Pre,65,2025-03-12
15684,9629,Post,66,2025-03-19
15685,9630,Pre,50,2025-07-01
15686,9630,Post,53,2025-07-22
15687,9631,Pre,59,2024-01-22
15688,9632,Pre,46,2024-03-01
15689,9632,Post,58,2024-03-10
15690,9633,Pre,52,2024-05-20
15691,9633,Post,70,2024-06-14
15692,9634,Pre,53,2024-02-04
15693,9634,Post,67,2024-02-26
15694,9635,Pre,77,2025-07-04
15695,9635,Post,86,2025-07-17
15696,9637,Pre,50,2024-10-03
15697,9638,Pre,38,2026-04-16
15698,9639,Pre,85,2024-10-02
15699,9640,Pre,82,2026-06-05
15700,9640,Post,87,2026-06-10
15701,9641,Pre,41,2024-06-27
15702,9641,Post,62,2024-07-11
15703,9642,Pre,74,2025-02-20
15704,9642,Post,87,2025-03-13
15705,9643,Pre,46,2026-04-25
15706,9643,Post,69,2026-05-05
15707,9644,Pre,55,2026-08-14
15708,9644,Post,64,2026-08-26
15709,9645,Pre,47,2024-03-29
15710,9645,Post,54,2024-04-17
15711,9646,Pre,66,2024-01-26
15712,9646,Post,85,2024-02-14
15713,9647,Pre,52,2024-10-28
15714,9647,Post,70,2024-11-07
15715,9649,Pre,67,2024-10-15
15716,9650,Pre,57,2026-04-16
15717,9651,Pre,57,2025-01-20
15718,9651,Post,77,2025-01-27
